viti,komuna,personeli administrativ,gjinia,Personeli administrativ sipas niveleve
2020/2021,Pejë,Fillor dhe i mesëm i ulët,Gjithsej,72
2020/2021,Pejë,I mesëm i lartë,Meshkuj,10
2020/2021,Pejë,I mesëm i lartë,Femra,4
2020/2021,Pejë,I mesëm i lartë,Gjithsej,14
2020/2021,Podujevë,Parashkollor,Meshkuj,-
2020/2021,Podujevë,Parashkollor,Femra,4
2020/2021,Podujevë,Parashkollor,Gjithsej,4
2020/2021,Podujevë,Fillor dhe i mesëm i ulët,Meshkuj,53
2020/2021,Podujevë,Fillor dhe i mesëm i ulët,Femra,22
2020/2021,Podujevë,Fillor dhe i mesëm i ulët,Gjithsej,75
2020/2021,Podujevë,I mesëm i lartë,Meshkuj,5
2020/2021,Podujevë,I mesëm i lartë,Femra,6
2020/2021,Podujevë,I mesëm i lartë,Gjithsej,11
2020/2021,Prishtinë,Parashkollor,Meshkuj,4
2020/2021,Prishtinë,Parashkollor,Femra,24
2020/2021,Prishtinë,Parashkollor,Gjithsej,28
2020/2021,Prishtinë,Fillor dhe i mesëm i ulët,Meshkuj,52
2020/2021,Prishtinë,Fillor dhe i mesëm i ulët,Femra,66
2020/2021,Prishtinë,Fillor dhe i mesëm i ulët,Gjithsej,118
2020/2021,Prishtinë,I mesëm i lartë,Meshkuj,41
2020/2021,Prishtinë,I mesëm i lartë,Femra,19
2020/2021,Prishtinë,I mesëm i lartë,Gjithsej,60
2020/2021,Prizren,Parashkollor,Meshkuj,-
2020/2021,Prizren,Parashkollor,Femra,-
2020/2021,Prizren,Parashkollor,Gjithsej,-
2020/2021,Prizren,Fillor dhe i mesëm i ulët,Meshkuj,71
2020/2021,Prizren,Fillor dhe i mesëm i ulët,Femra,29
2020/2021,Prizren,Fillor dhe i mesëm i ulët,Gjithsej,100
2020/2021,Prizren,I mesëm i lartë,Meshkuj,22
2020/2021,Prizren,I mesëm i lartë,Femra,11
2020/2021,Prizren,I mesëm i lartë,Gjithsej,33
2020/2021,Rahovec,Parashkollor,Meshkuj,-
2020/2021,Rahovec,Parashkollor,Femra,1
2020/2021,Rahovec,Parashkollor,Gjithsej,1
2020/2021,Rahovec,Fillor dhe i mesëm i ulët,Meshkuj,25
2020/2021,Rahovec,Fillor dhe i mesëm i ulët,Femra,3
2020/2021,Rahovec,Fillor dhe i mesëm i ulët,Gjithsej,28
2020/2021,Rahovec,I mesëm i lartë,Meshkuj,4
2020/2021,Rahovec,I mesëm i lartë,Femra,1
2020/2021,Rahovec,I mesëm i lartë,Gjithsej,5
2020/2021,Shtërpcë,Parashkollor,Meshkuj,-
2020/2021,Shtërpcë,Parashkollor,Femra,-
2020/2021,Shtërpcë,Parashkollor,Gjithsej,-
2020/2021,Shtërpcë,Fillor dhe i mesëm i ulët,Meshkuj,2
2020/2021,Shtërpcë,Fillor dhe i mesëm i ulët,Femra,-
2020/2021,Shtërpcë,Fillor dhe i mesëm i ulët,Gjithsej,2
2020/2021,Shtërpcë,I mesëm i lartë,Meshkuj,1
2020/2021,Shtërpcë,I mesëm i lartë,Femra,-
2020/2021,Shtërpcë,I mesëm i lartë,Gjithsej,1
2020/2021,Shtime,Parashkollor,Meshkuj,-
2020/2021,Shtime,Parashkollor,Femra,1
2020/2021,Shtime,Parashkollor,Gjithsej,1
2020/2021,Shtime,Fillor dhe i mesëm i ulët,Meshkuj,10
2020/2021,Shtime,Fillor dhe i mesëm i ulët,Femra,5
2020/2021,Shtime,Fillor dhe i mesëm i ulët,Gjithsej,15
2020/2021,Shtime,I mesëm i lartë,Meshkuj,1
2020/2021,Shtime,I mesëm i lartë,Femra,1
2020/2021,Shtime,I mesëm i lartë,Gjithsej,2
2020/2021,Skënderaj,Parashkollor,Meshkuj,-
2020/2021,Skënderaj,Parashkollor,Femra,3
2020/2021,Skënderaj,Parashkollor,Gjithsej,3
2020/2021,Skënderaj,Fillor dhe i mesëm i ulët,Meshkuj,38
2020/2021,Skënderaj,Fillor dhe i mesëm i ulët,Femra,6
2020/2021,Skënderaj,Fillor dhe i mesëm i ulët,Gjithsej,44
2020/2021,Skënderaj,I mesëm i lartë,Meshkuj,15
2020/2021,Skënderaj,I mesëm i lartë,Femra,2
2020/2021,Skënderaj,I mesëm i lartë,Gjithsej,17
2020/2021,Suharekë,Parashkollor,Meshkuj,-
2020/2021,Suharekë,Parashkollor,Femra,2
2020/2021,Suharekë,Parashkollor,Gjithsej,2
2020/2021,Suharekë,Fillor dhe i mesëm i ulët,Meshkuj,34
2020/2021,Suharekë,Fillor dhe i mesëm i ulët,Femra,13
2020/2021,Suharekë,Fillor dhe i mesëm i ulët,Gjithsej,47
2020/2021,Suharekë,I mesëm i lartë,Meshkuj,7
2020/2021,Suharekë,I mesëm i lartë,Femra,3
2020/2021,Suharekë,I mesëm i lartë,Gjithsej,10
2020/2021,Viti,Parashkollor,Meshkuj,-
2020/2021,Viti,Parashkollor,Femra,2
2020/2021,Viti,Parashkollor,Gjithsej,2
2020/2021,Viti,Fillor dhe i mesëm i ulët,Meshkuj,22
2020/2021,Viti,Fillor dhe i mesëm i ulët,Femra,5
2020/2021,Viti,Fillor dhe i mesëm i ulët,Gjithsej,27
2020/2021,Viti,I mesëm i lartë,Meshkuj,6
2020/2021,Viti,I mesëm i lartë,Femra,-
2020/2021,Viti,I mesëm i lartë,Gjithsej,6
2020/2021,Vushtrri,Parashkollor,Meshkuj,4
2020/2021,Vushtrri,Parashkollor,Femra,3
2020/2021,Vushtrri,Parashkollor,Gjithsej,7
2020/2021,Vushtrri,Fillor dhe i mesëm i ulët,Meshkuj,40
2020/2021,Vushtrri,Fillor dhe i mesëm i ulët,Femra,14
2020/2021,Vushtrri,Fillor dhe i mesëm i ulët,Gjithsej,54
2020/2021,Vushtrri,I mesëm i lartë,Meshkuj,14
2020/2021,Vushtrri,I mesëm i lartë,Femra,1
2020/2021,Vushtrri,I mesëm i lartë,Gjithsej,15
2020/2021,Zubin Potok,Parashkollor,Meshkuj,-
2020/2021,Zubin Potok,Parashkollor,Femra,-
2020/2021,Zubin Potok,Parashkollor,Gjithsej,-
2020/2021,Zubin Potok,Fillor dhe i mesëm i ulët,Meshkuj,1
2020/2021,Zubin Potok,Fillor dhe i mesëm i ulët,Femra,1
2020/2021,Zubin Potok,Fillor dhe i mesëm i ulët,Gjithsej,2
2020/2021,Zubin Potok,I mesëm i lartë,Meshkuj,-
2020/2021,Zubin Potok,I mesëm i lartë,Femra,-
2020/2021,Zubin Potok,I mesëm i lartë,Gjithsej,-
2020/2021,Zveçan,Parashkollor,Meshkuj,-
2020/2021,Zveçan,Parashkollor,Femra,-
2020/2021,Zveçan,Parashkollor,Gjithsej,-
2020/2021,Zveçan,Fillor dhe i mesëm i ulët,Meshkuj,1
2020/2021,Zveçan,Fillor dhe i mesëm i ulët,Femra,-
2020/2021,Zveçan,Fillor dhe i mesëm i ulët,Gjithsej,1
2020/2021,Zveçan,I mesëm i lartë,Meshkuj,-
2020/2021,Zveçan,I mesëm i lartë,Femra,-
2020/2021,Zveçan,I mesëm i lartë,Gjithsej,-
2020/2021,Kllokot,Parashkollor,Meshkuj,-
2020/2021,Kllokot,Parashkollor,Femra,-
2020/2021,Kllokot,Parashkollor,Gjithsej,-
2020/2021,Kllokot,Fillor dhe i mesëm i ulët,Meshkuj,1
2020/2021,Kllokot,Fillor dhe i mesëm i ulët,Femra,-
2020/2021,Kllokot,Fillor dhe i mesëm i ulët,Gjithsej,1
2020/2021,Kllokot,I mesëm i lartë,Meshkuj,-
2020/2021,Kllokot,I mesëm i lartë,Femra,-
2020/2021,Kllokot,I mesëm i lartë,Gjithsej,-
2020/2021,Gjithsej,Parashkollor,Meshkuj,12
2020/2021,Gjithsej,Parashkollor,Femra,80
2020/2021,Gjithsej,Parashkollor,Gjithsej,92
2020/2021,Gjithsej,Fillor dhe i mesëm i ulët,Meshkuj,867
2020/2021,Gjithsej,Fillor dhe i mesëm i ulët,Femra,359
2020/2021,Gjithsej,Fillor dhe i mesëm i ulët,Gjithsej,1226
2020/2021,Gjithsej,I mesëm i lartë,Meshkuj,233
2020/2021,Gjithsej,I mesëm i lartë,Femra,92
2020/2021,Gjithsej,I mesëm i lartë,Gjithsej,325
2021/2022,Deçan,Parashkollor,Meshkuj,-
2021/2022,Deçan,Parashkollor,Femra,-
2021/2022,Deçan,Parashkollor,Gjithsej,-
2021/2022,Deçan,Fillor dhe i mesëm i ulët,Meshkuj,19
2021/2022,Deçan,Fillor dhe i mesëm i ulët,Femra,4
2021/2022,Deçan,Fillor dhe i mesëm i ulët,Gjithsej,23
2021/2022,Deçan,I mesëm i lartë,Meshkuj,8
2021/2022,Deçan,I mesëm i lartë,Femra,-
2021/2022,Deçan,I mesëm i lartë,Gjithsej,8
2021/2022,Dragash,Parashkollor,Meshkuj,-
2021/2022,Dragash,Parashkollor,Femra,-
2021/2022,Dragash,Parashkollor,Gjithsej,-
2021/2022,Dragash,Fillor dhe i mesëm i ulët,Meshkuj,15
2021/2022,Dragash,Fillor dhe i mesëm i ulët,Femra,-
2021/2022,Dragash,Fillor dhe i mesëm i ulët,Gjithsej,15
2021/2022,Dragash,I mesëm i lartë,Meshkuj,3
2021/2022,Dragash,I mesëm i lartë,Femra,-
2021/2022,Dragash,I mesëm i lartë,Gjithsej,3
2021/2022,Ferizaj,Parashkollor,Meshkuj,-
2021/2022,Ferizaj,Parashkollor,Femra,5
2021/2022,Ferizaj,Parashkollor,Gjithsej,5
2021/2022,Ferizaj,Fillor dhe i mesëm i ulët,Meshkuj,48
2021/2022,Ferizaj,Fillor dhe i mesëm i ulët,Femra,38
2021/2022,Ferizaj,Fillor dhe i mesëm i ulët,Gjithsej,86
2021/2022,Ferizaj,I mesëm i lartë,Meshkuj,17
2021/2022,Ferizaj,I mesëm i lartë,Femra,9
2021/2022,Ferizaj,I mesëm i lartë,Gjithsej,26
2021/2022,Fushë Kosovë,Parashkollor,Meshkuj,-
2021/2022,Fushë Kosovë,Parashkollor,Femra,3
2021/2022,Fushë Kosovë,Parashkollor,Gjithsej,3
2021/2022,Fushë Kosovë,Fillor dhe i mesëm i ulët,Meshkuj,11
2021/2022,Fushë Kosovë,Fillor dhe i mesëm i ulët,Femra,8
2021/2022,Fushë Kosovë,Fillor dhe i mesëm i ulët,Gjithsej,19
2021/2022,Fushë Kosovë,I mesëm i lartë,Meshkuj,3
2021/2022,Fushë Kosovë,I mesëm i lartë,Femra,1
2021/2022,Fushë Kosovë,I mesëm i lartë,Gjithsej,4
2021/2022,Gjakovë,Parashkollor,Meshkuj,-
2021/2022,Gjakovë,Parashkollor,Femra,3
2021/2022,Gjakovë,Parashkollor,Gjithsej,3
2021/2022,Gjakovë,Fillor dhe i mesëm i ulët,Meshkuj,50
2021/2022,Gjakovë,Fillor dhe i mesëm i ulët,Femra,17
2021/2022,Gjakovë,Fillor dhe i mesëm i ulët,Gjithsej,67
2021/2022,Gjakovë,I mesëm i lartë,Meshkuj,7
2021/2022,Gjakovë,I mesëm i lartë,Femra,5
2021/2022,Gjakovë,I mesëm i lartë,Gjithsej,12
2021/2022,Gjilan,Parashkollor,Meshkuj,-
2021/2022,Gjilan,Parashkollor,Femra,8
2021/2022,Gjilan,Parashkollor,Gjithsej,8
2021/2022,Gjilan,Fillor dhe i mesëm i ulët,Meshkuj,37
2021/2022,Gjilan,Fillor dhe i mesëm i ulët,Femra,14
2021/2022,Gjilan,Fillor dhe i mesëm i ulët,Gjithsej,51
2021/2022,Gjilan,I mesëm i lartë,Meshkuj,18
2021/2022,Gjilan,I mesëm i lartë,Femra,3
2021/2022,Gjilan,I mesëm i lartë,Gjithsej,21
2021/2022,Gllogovc,Parashkollor,Meshkuj,1
2021/2022,Gllogovc,Parashkollor,Femra,2
2021/2022,Gllogovc,Parashkollor,Gjithsej,3
2021/2022,Gllogovc,Fillor dhe i mesëm i ulët,Meshkuj,28
2021/2022,Gllogovc,Fillor dhe i mesëm i ulët,Femra,14
2021/2022,Gllogovc,Fillor dhe i mesëm i ulët,Gjithsej,42
2021/2022,Gllogovc,I mesëm i lartë,Meshkuj,8
2021/2022,Gllogovc,I mesëm i lartë,Femra,2
2021/2022,Gllogovc,I mesëm i lartë,Gjithsej,10
2021/2022,Hani i Elezit,Parashkollor,Meshkuj,-
2021/2022,Hani i Elezit,Parashkollor,Femra,2
2021/2022,Hani i Elezit,Parashkollor,Gjithsej,2
2021/2022,Hani i Elezit,Fillor dhe i mesëm i ulët,Meshkuj,5
2021/2022,Hani i Elezit,Fillor dhe i mesëm i ulët,Femra,-
2021/2022,Hani i Elezit,Fillor dhe i mesëm i ulët,Gjithsej,5
2021/2022,Hani i Elezit,I mesëm i lartë,Meshkuj,1
2021/2022,Hani i Elezit,I mesëm i lartë,Femra,-
2021/2022,Hani i Elezit,I mesëm i lartë,Gjithsej,1
2021/2022,Istog,Parashkollor,Meshkuj,-
2021/2022,Istog,Parashkollor,Femra,4
2021/2022,Istog,Parashkollor,Gjithsej,4
2021/2022,Istog,Fillor dhe i mesëm i ulët,Meshkuj,10
2021/2022,Istog,Fillor dhe i mesëm i ulët,Femra,11
2021/2022,Istog,Fillor dhe i mesëm i ulët,Gjithsej,21
2021/2022,Istog,I mesëm i lartë,Meshkuj,4
2021/2022,Istog,I mesëm i lartë,Femra,4
2021/2022,Istog,I mesëm i lartë,Gjithsej,8
2021/2022,Junik,Parashkollor,Meshkuj,-
2021/2022,Junik,Parashkollor,Femra,-
2021/2022,Junik,Parashkollor,Gjithsej,-
2021/2022,Junik,Fillor dhe i mesëm i ulët,Meshkuj,2
2021/2022,Junik,Fillor dhe i mesëm i ulët,Femra,-
2021/2022,Junik,Fillor dhe i mesëm i ulët,Gjithsej,2
2021/2022,Junik,I mesëm i lartë,Meshkuj,1
2021/2022,Junik,I mesëm i lartë,Femra,-
2021/2022,Junik,I mesëm i lartë,Gjithsej,1
2021/2022,Kaçanik,Parashkollor,Meshkuj,-
2021/2022,Kaçanik,Parashkollor,Femra,-
2021/2022,Kaçanik,Parashkollor,Gjithsej,-
2021/2022,Kaçanik,Fillor dhe i mesëm i ulët,Meshkuj,16
2021/2022,Kaçanik,Fillor dhe i mesëm i ulët,Femra,4
2021/2022,Kaçanik,Fillor dhe i mesëm i ulët,Gjithsej,20
2021/2022,Kaçanik,I mesëm i lartë,Meshkuj,6
2021/2022,Kaçanik,I mesëm i lartë,Femra,1
2021/2022,Kaçanik,I mesëm i lartë,Gjithsej,7
2021/2022,Kamenicë,Parashkollor,Meshkuj,-
2021/2022,Kamenicë,Parashkollor,Femra,3
2021/2022,Kamenicë,Parashkollor,Gjithsej,3
2021/2022,Kamenicë,Fillor dhe i mesëm i ulët,Meshkuj,17
2021/2022,Kamenicë,Fillor dhe i mesëm i ulët,Femra,16
2021/2022,Kamenicë,Fillor dhe i mesëm i ulët,Gjithsej,33
2021/2022,Kamenicë,I mesëm i lartë,Meshkuj,2
2021/2022,Kamenicë,I mesëm i lartë,Femra,1
2021/2022,Kamenicë,I mesëm i lartë,Gjithsej,3
2021/2022,Klinë,Parashkollor,Meshkuj,-
2021/2022,Klinë,Parashkollor,Femra,1
2021/2022,Klinë,Parashkollor,Gjithsej,1
2021/2022,Klinë,Fillor dhe i mesëm i ulët,Meshkuj,25
2021/2022,Klinë,Fillor dhe i mesëm i ulët,Femra,6
2021/2022,Klinë,Fillor dhe i mesëm i ulët,Gjithsej,31
2021/2022,Klinë,I mesëm i lartë,Meshkuj,2
2021/2022,Klinë,I mesëm i lartë,Femra,1
2021/2022,Klinë,I mesëm i lartë,Gjithsej,3
2021/2022,Leposaviq,Parashkollor,Meshkuj,-
2021/2022,Leposaviq,Parashkollor,Femra,-
2021/2022,Leposaviq,Parashkollor,Gjithsej,-
2021/2022,Leposaviq,Fillor dhe i mesëm i ulët,Meshkuj,-
2021/2022,Leposaviq,Fillor dhe i mesëm i ulët,Femra,1
2021/2022,Leposaviq,Fillor dhe i mesëm i ulët,Gjithsej,1
2021/2022,Leposaviq,I mesëm i lartë,Meshkuj,-
2021/2022,Leposaviq,I mesëm i lartë,Femra,-
2021/2022,Leposaviq,I mesëm i lartë,Gjithsej,-
2021/2022,Lipjan,Parashkollor,Meshkuj,1
2021/2022,Lipjan,Parashkollor,Femra,1
2021/2022,Lipjan,Parashkollor,Gjithsej,2
2021/2022,Lipjan,Fillor dhe i mesëm i ulët,Meshkuj,29
2021/2022,Lipjan,Fillor dhe i mesëm i ulët,Femra,9
2021/2022,Lipjan,Fillor dhe i mesëm i ulët,Gjithsej,38
2021/2022,Lipjan,I mesëm i lartë,Meshkuj,7
2021/2022,Lipjan,I mesëm i lartë,Femra,3
2021/2022,Lipjan,I mesëm i lartë,Gjithsej,10
2021/2022,Malishevë,Parashkollor,Meshkuj,1
2021/2022,Malishevë,Parashkollor,Femra,-
2021/2022,Malishevë,Parashkollor,Gjithsej,1
2021/2022,Malishevë,Fillor dhe i mesëm i ulët,Meshkuj,28
2021/2022,Malishevë,Fillor dhe i mesëm i ulët,Femra,11
2021/2022,Malishevë,Fillor dhe i mesëm i ulët,Gjithsej,39
2021/2022,Malishevë,I mesëm i lartë,Meshkuj,10
2021/2022,Malishevë,I mesëm i lartë,Femra,3
2021/2022,Malishevë,I mesëm i lartë,Gjithsej,13
2021/2022,Mamushë,Parashkollor,Meshkuj,-
2021/2022,Mamushë,Parashkollor,Femra,-
2021/2022,Mamushë,Parashkollor,Gjithsej,-
2021/2022,Mamushë,Fillor dhe i mesëm i ulët,Meshkuj,3
2021/2022,Mamushë,Fillor dhe i mesëm i ulët,Femra,-
2021/2022,Mamushë,Fillor dhe i mesëm i ulët,Gjithsej,3
2021/2022,Mamushë,I mesëm i lartë,Meshkuj,1
2021/2022,Mamushë,I mesëm i lartë,Femra,-
2021/2022,Mamushë,I mesëm i lartë,Gjithsej,1
2021/2022,Mitrovicë,Parashkollor,Meshkuj,1
2021/2022,Mitrovicë,Parashkollor,Femra,5
2021/2022,Mitrovicë,Parashkollor,Gjithsej,6
2021/2022,Mitrovicë,Fillor dhe i mesëm i ulët,Meshkuj,49
2021/2022,Mitrovicë,Fillor dhe i mesëm i ulët,Femra,19
2021/2022,Mitrovicë,Fillor dhe i mesëm i ulët,Gjithsej,68
2021/2022,Mitrovicë,I mesëm i lartë,Meshkuj,12
2021/2022,Mitrovicë,I mesëm i lartë,Femra,6
2021/2022,Mitrovicë,I mesëm i lartë,Gjithsej,18
2021/2022,Novobërdë,Parashkollor,Meshkuj,-
2021/2022,Novobërdë,Parashkollor,Femra,-
2021/2022,Novobërdë,Parashkollor,Gjithsej,-
2021/2022,Novobërdë,Fillor dhe i mesëm i ulët,Meshkuj,4
2021/2022,Novobërdë,Fillor dhe i mesëm i ulët,Femra,2
2021/2022,Novobërdë,Fillor dhe i mesëm i ulët,Gjithsej,6
2021/2022,Novobërdë,I mesëm i lartë,Meshkuj,1
2021/2022,Novobërdë,I mesëm i lartë,Femra,-
2021/2022,Novobërdë,I mesëm i lartë,Gjithsej,1
2021/2022,Obiliq,Parashkollor,Meshkuj,-
2021/2022,Obiliq,Parashkollor,Femra,2
2021/2022,Obiliq,Parashkollor,Gjithsej,2
2021/2022,Obiliq,Fillor dhe i mesëm i ulët,Meshkuj,17
2021/2022,Obiliq,Fillor dhe i mesëm i ulët,Femra,8
2021/2022,Obiliq,Fillor dhe i mesëm i ulët,Gjithsej,25
2021/2022,Obiliq,I mesëm i lartë,Meshkuj,3
2021/2022,Obiliq,I mesëm i lartë,Femra,1
2021/2022,Obiliq,I mesëm i lartë,Gjithsej,4
2021/2022,Pejë,Parashkollor,Meshkuj,-
2021/2022,Pejë,Parashkollor,Femra,2
2021/2022,Pejë,Parashkollor,Gjithsej,2
2021/2022,Pejë,Fillor dhe i mesëm i ulët,Meshkuj,34
2021/2022,Pejë,Fillor dhe i mesëm i ulët,Femra,33
2021/2022,Pejë,Fillor dhe i mesëm i ulët,Gjithsej,67
2021/2022,Pejë,I mesëm i lartë,Meshkuj,10
2021/2022,Pejë,I mesëm i lartë,Femra,3
2021/2022,Pejë,I mesëm i lartë,Gjithsej,13
2021/2022,Podujevë,Parashkollor,Meshkuj,-
2021/2022,Podujevë,Parashkollor,Femra,4
2021/2022,Podujevë,Parashkollor,Gjithsej,4
2021/2022,Podujevë,Fillor dhe i mesëm i ulët,Meshkuj,51
2021/2022,Podujevë,Fillor dhe i mesëm i ulët,Femra,25
2021/2022,Podujevë,Fillor dhe i mesëm i ulët,Gjithsej,76
2021/2022,Podujevë,I mesëm i lartë,Meshkuj,5
2021/2022,Podujevë,I mesëm i lartë,Femra,6
2021/2022,Podujevë,I mesëm i lartë,Gjithsej,11
2021/2022,Prishtinë,Parashkollor,Meshkuj,2
2021/2022,Prishtinë,Parashkollor,Femra,21
2021/2022,Prishtinë,Parashkollor,Gjithsej,23
2021/2022,Prishtinë,Fillor dhe i mesëm i ulët,Meshkuj,50
2021/2022,Prishtinë,Fillor dhe i mesëm i ulët,Femra,70
2021/2022,Prishtinë,Fillor dhe i mesëm i ulët,Gjithsej,120
2021/2022,Prishtinë,I mesëm i lartë,Meshkuj,36
2021/2022,Prishtinë,I mesëm i lartë,Femra,19
2021/2022,Prishtinë,I mesëm i lartë,Gjithsej,55
2021/2022,Prizren,Parashkollor,Meshkuj,-
2021/2022,Prizren,Parashkollor,Femra,-
2021/2022,Prizren,Parashkollor,Gjithsej,-
2021/2022,Prizren,Fillor dhe i mesëm i ulët,Meshkuj,78
2021/2022,Prizren,Fillor dhe i mesëm i ulët,Femra,33
2021/2022,Prizren,Fillor dhe i mesëm i ulët,Gjithsej,111
2021/2022,Prizren,I mesëm i lartë,Meshkuj,21
2021/2022,Prizren,I mesëm i lartë,Femra,12
2021/2022,Prizren,I mesëm i lartë,Gjithsej,33
2021/2022,Rahovec,Parashkollor,Meshkuj,-
2021/2022,Rahovec,Parashkollor,Femra,1
2021/2022,Rahovec,Parashkollor,Gjithsej,1
2021/2022,Rahovec,Fillor dhe i mesëm i ulët,Meshkuj,19
2021/2022,Rahovec,Fillor dhe i mesëm i ulët,Femra,3
2021/2022,Rahovec,Fillor dhe i mesëm i ulët,Gjithsej,22
2021/2022,Rahovec,I mesëm i lartë,Meshkuj,2
2021/2022,Rahovec,I mesëm i lartë,Femra,3
2021/2022,Rahovec,I mesëm i lartë,Gjithsej,5
2021/2022,Shtërpcë,Parashkollor,Meshkuj,-
2021/2022,Shtërpcë,Parashkollor,Femra,-
2021/2022,Shtërpcë,Parashkollor,Gjithsej,-
2021/2022,Shtërpcë,Fillor dhe i mesëm i ulët,Meshkuj,2
2021/2022,Shtërpcë,Fillor dhe i mesëm i ulët,Femra,-
2021/2022,Shtërpcë,Fillor dhe i mesëm i ulët,Gjithsej,2
2021/2022,Shtërpcë,I mesëm i lartë,Meshkuj,1
2021/2022,Shtërpcë,I mesëm i lartë,Femra,-
2021/2022,Shtërpcë,I mesëm i lartë,Gjithsej,1
2021/2022,Shtime,Parashkollor,Meshkuj,-
2021/2022,Shtime,Parashkollor,Femra,1
2021/2022,Shtime,Parashkollor,Gjithsej,1
2021/2022,Shtime,Fillor dhe i mesëm i ulët,Meshkuj,9
2021/2022,Shtime,Fillor dhe i mesëm i ulët,Femra,6
2021/2022,Shtime,Fillor dhe i mesëm i ulët,Gjithsej,15
2021/2022,Shtime,I mesëm i lartë,Meshkuj,1
2021/2022,Shtime,I mesëm i lartë,Femra,1
2021/2022,Shtime,I mesëm i lartë,Gjithsej,2
2021/2022,Skënderaj,Parashkollor,Meshkuj,-
2021/2022,Skënderaj,Parashkollor,Femra,3
2021/2022,Skënderaj,Parashkollor,Gjithsej,3
2021/2022,Skënderaj,Fillor dhe i mesëm i ulët,Meshkuj,41
2021/2022,Skënderaj,Fillor dhe i mesëm i ulët,Femra,6
2021/2022,Skënderaj,Fillor dhe i mesëm i ulët,Gjithsej,47
2021/2022,Skënderaj,I mesëm i lartë,Meshkuj,15
2021/2022,Skënderaj,I mesëm i lartë,Femra,2
2021/2022,Skënderaj,I mesëm i lartë,Gjithsej,17
2021/2022,Suharekë,Parashkollor,Meshkuj,-
2021/2022,Suharekë,Parashkollor,Femra,2
2021/2022,Suharekë,Parashkollor,Gjithsej,2
2021/2022,Suharekë,Fillor dhe i mesëm i ulët,Meshkuj,30
2021/2022,Suharekë,Fillor dhe i mesëm i ulët,Femra,26
2021/2022,Suharekë,Fillor dhe i mesëm i ulët,Gjithsej,56
2021/2022,Suharekë,I mesëm i lartë,Meshkuj,8
2021/2022,Suharekë,I mesëm i lartë,Femra,2
2021/2022,Suharekë,I mesëm i lartë,Gjithsej,10
2021/2022,Viti,Parashkollor,Meshkuj,-
2021/2022,Viti,Parashkollor,Femra,4
2021/2022,Viti,Parashkollor,Gjithsej,4
2021/2022,Viti,Fillor dhe i mesëm i ulët,Meshkuj,21
2021/2022,Viti,Fillor dhe i mesëm i ulët,Femra,4
2021/2022,Viti,Fillor dhe i mesëm i ulët,Gjithsej,25
2021/2022,Viti,I mesëm i lartë,Meshkuj,6
2021/2022,Viti,I mesëm i lartë,Femra,1
2021/2022,Viti,I mesëm i lartë,Gjithsej,7
2021/2022,Vushtrri,Parashkollor,Meshkuj,4
2021/2022,Vushtrri,Parashkollor,Femra,3
2021/2022,Vushtrri,Parashkollor,Gjithsej,7
2021/2022,Vushtrri,Fillor dhe i mesëm i ulët,Meshkuj,37
2021/2022,Vushtrri,Fillor dhe i mesëm i ulët,Femra,16
2021/2022,Vushtrri,Fillor dhe i mesëm i ulët,Gjithsej,53
2021/2022,Vushtrri,I mesëm i lartë,Meshkuj,13
2021/2022,Vushtrri,I mesëm i lartë,Femra,2
2021/2022,Vushtrri,I mesëm i lartë,Gjithsej,15
2021/2022,Zubin Potok,Parashkollor,Meshkuj,-
2021/2022,Zubin Potok,Parashkollor,Femra,-
2021/2022,Zubin Potok,Parashkollor,Gjithsej,-
2021/2022,Zubin Potok,Fillor dhe i mesëm i ulët,Meshkuj,1
2021/2022,Zubin Potok,Fillor dhe i mesëm i ulët,Femra,1
2021/2022,Zubin Potok,Fillor dhe i mesëm i ulët,Gjithsej,2
2021/2022,Zubin Potok,I mesëm i lartë,Meshkuj,-
2021/2022,Zubin Potok,I mesëm i lartë,Femra,-
2021/2022,Zubin Potok,I mesëm i lartë,Gjithsej,-
2021/2022,Zveçan,Parashkollor,Meshkuj,-
2021/2022,Zveçan,Parashkollor,Femra,-
2021/2022,Zveçan,Parashkollor,Gjithsej,-
2021/2022,Zveçan,Fillor dhe i mesëm i ulët,Meshkuj,1
2021/2022,Zveçan,Fillor dhe i mesëm i ulët,Femra,-
2021/2022,Zveçan,Fillor dhe i mesëm i ulët,Gjithsej,1
2021/2022,Zveçan,I mesëm i lartë,Meshkuj,-
2021/2022,Zveçan,I mesëm i lartë,Femra,-
2021/2022,Zveçan,I mesëm i lartë,Gjithsej,-
2021/2022,Kllokot,Parashkollor,Meshkuj,-
2021/2022,Kllokot,Parashkollor,Femra,-
2021/2022,Kllokot,Parashkollor,Gjithsej,-
2021/2022,Kllokot,Fillor dhe i mesëm i ulët,Meshkuj,1
2021/2022,Kllokot,Fillor dhe i mesëm i ulët,Femra,-
2021/2022,Kllokot,Fillor dhe i mesëm i ulët,Gjithsej,1
2021/2022,Kllokot,I mesëm i lartë,Meshkuj,-
2021/2022,Kllokot,I mesëm i lartë,Femra,-
2021/2022,Kllokot,I mesëm i lartë,Gjithsej,-
2021/2022,Gjithsej,Parashkollor,Meshkuj,10
2021/2022,Gjithsej,Parashkollor,Femra,80
2021/2022,Gjithsej,Parashkollor,Gjithsej,90
2021/2022,Gjithsej,Fillor dhe i mesëm i ulët,Meshkuj,788
2021/2022,Gjithsej,Fillor dhe i mesëm i ulët,Femra,405
